reference;wholesale_price;price
WM-BM/CA/1/G;523,91;654,89
WM-BM/CA/1/M;428,66;535,82
P-HF1179;374,78;468,47
S-BM/T/6H;2319,98;2899,98
E-BM/SS/1;595,09;743,86
MTP-BM/SS/1H;2046,14;2557,67
WM-BM/CA/1/M;428,66;535,82
WM-BM/CA/1/G;523,91;654,89
E-BM/SS/2;604,58;755,72
MTP-BM/SS/2H;2079,84;2599,8
WM-BM/CA/1/G;523,91;654,89
WM-BM/CA/1/M;428,66;535,82
S-BM/T/6H;2319,98;2899,98
P-HF1179;374,78;468,47
S-BM/T/15H;2865,52;3581,9
P-HF1312;336,44;420,55
E-BM/SS/6;266,94;333,68
E-BM/SS/6;266,94;333,68
P-HF1312;336,44;420,55
S-BM/T/15H;2865,52;3581,9
WM-BM/CA/1/M;428,66;535,82
WM-BM/CA/1/G;523,91;654,89
E-BM/SS/3;564,22;705,28
MTP-BM/SS/3H;1961,02;2451,28
WM-BM/CA/1/G;523,91;654,89
WM-BM/CA/1/M;428,66;535,82
P-HF1185;374,78;468,47
S-BM/T/5H;2184,09;2730,11
WM-BM/CA/1/M;428,66;535,82
WM-BM/CA/1/G;523,91;654,89
DP-BM/SS/4/H;1825,5;2281,87
DP-BM/SS/4;961,89;1202,36
DI-BM/CA/3/M;961,89;1202,36
DI-BM/CA/3/G;1117,35;1396,69
P-HF977;435,29;544,11
ME-BM/T/8H;4940,69;6175,86
P-HF1177;543,87;679,84
DP-BM/SS/3;1161,5;1451,88
DI-BM/CA/3/G;1117,35;1396,69
DI-BM/CA/3/M;961,89;1202,36
E-BM/T/5;1857,5;2321,87
S-BM/T/3H;3714,98;4643,73
WM-BM/CA/2/G;647,74;809,68
WM-BM/CA/2/M;562,02;702,52
WM-BM/CA/2/M;562,02;702,52
WM-BM/CA/2/G;647,74;809,68
S-BM/T/3H;3714,98;4643,73
E-BM/T/5;1857,5;2321,87
DI-BM/CA/3/M;961,89;1202,36
DI-BM/CA/3/G;1117,35;1396,69
DP-BM/SS/3;1161,5;1451,88
P-HF1177;543,87;679,84
S-BM/T/34H;3400;4250
DP-BM/SS/8;2585,52;3231,9
DP-BM/SS/9;1519,56;1899,45
E-BM/T/12;1564,92;1956,15
WI-BM/CA/1/G;2852;3565
P-HF1523;100;125
TP-CT/69;1356,26;1695,33
TP-CT/68;1256,47;1570,59
WM-BM/CA/4/M;860;1075
WM-BM/CA/4/G;952;1190
E-BM/SS/9;1080;1350
P-HF1384;361,25;451,56
DI-BM/CA/10/M;1116;1395
DI-BM/CA/10/G;1240;1550
DI-BM/CA/10/G;1240;1550
DI-BM/CA/10/M;1116;1395
P-HF1384;361,25;451,56
E-BM/SS/9;1080;1350
WM-BM/CA/4/G;952;1190
WM-BM/CA/4/M;860;1075
TP-CT/68;1256,47;1570,59
TP-CT/69;1356,26;1695,33
P-HF1523;100;125
WI-BM/CA/1/G;2852;3565
E-BM/T/12;1564,92;1956,15
