Manufacturer,Price,Reference,Fits To,Pipe Diameter,Tailpipe,Tailpipe Diameter,Valve,Notes
Scorpion,2136,SBM075C,OEM / Scorpion,80mm/3.15,Daytona,90mm,Valved,Valves require O.E motors.
Scorpion,2331.62,SBM075CF,OEM / Scorpion,80mm/3.15,Ascari,90mm,Valved,Valves require O.E motors.
Scorpion,485.6,SBMC075,OEM / Scorpion,100mm/4,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1246.75,SBMV067DC,OEM / Scorpion,76mm/3,Daytona,90mm,Valved,"Valves require O.E motors, The adjustable tailpipes on the BMW M235i allow the Scorpion exhaust to fit to both the standard valance and the BMW M-Performance valance. The M-Performance valance is available from your local BMW Dealer, Part No. 5119 2343 355."
Scorpion,1188.46,SBMV067D,OEM / Scorpion,76mm/3,Daytona,90mm,Valved,"Valves require O.E motors, The adjustable tailpipes on the BMW M235i allow the Scorpion exhaust to fit to both the standard valance and the BMW M-Performance valance. The M-Performance valance is available from your local BMW Dealer, Part No. 5119 2343 355."
Scorpion,355.71,SBMC068,OEM / Scorpion,100mm/4,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,261.45,SBMP088,OEM / Scorpion,70mm/2.75,,,,For Motorsport use only. 
Scorpion,910.11,SBM089,OEM / Scorpion,70mm/2.75,OE Fitment,,Valved,
Scorpion,1259.38,SBM088,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1376.01,SBM088C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1571.61,SBM088CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Valved,
Scorpion,1111.61,SBMS074,OEM / Scorpion,80mm/3.15,Daytona,90mm,,Valves require O.E motors.
Scorpion,1169.92,SBMS074C,OEM / Scorpion,80mm/3.15,Daytona,90mm,,Valves require O.E motors.
Scorpion,1267.73,SBMS074CF,OEM / Scorpion,80mm/3.15,Ascari,90mm,,
Scorpion,766.5,SBMP087,OEM / Scorpion,70mm/2.75,,,,
Scorpion,1961.56,SBM084,,70mm/2.75,Daytona,114mm,,
Scorpion,2213.56,SBM084CF,,70mm/2.75,Ascari,114mm,,
Scorpion,725.76,SBMP091,OEM / Scorpion,70mm/2.75,,,,Fits pre-LCI only
Scorpion,2050.02,SBM090,OEM / Scorpion,70mm/2.75,Daytona,114mm,Valved,Fits pre-LCI only
Scorpion,2302.02,SBM090CF,OEM / Scorpion,70mm/2.75,Ascari,114mm,Valved,Fits pre-LCI only
Scorpion,1069.5,SBM071,OEM / Scorpion,50.8mm/2,Daytona,76mm,,Engine's Covered: E85 - 3.0Si & 2.5Si E86 - 3.0Si
Scorpion,153.47,SCNC014,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,474.67,SCNX014,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,653.12,SCNS014,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,700.7,SCN014,OEM / Scorpion,63.5mm/2.5,Daytona,76mm,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1330.52,SSTS016,OEM Only,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1447.11,SSTS016C,OEM Only,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1667.9,SSTS016CF,OEM Only,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,1908.02,SSTS015,OEM Only,80mm/3.15,Daytona,100mm,Valved,
Scorpion,2024.61,SSTS015C,OEM Only,80mm/3.15,Daytona,100mm,Valved,
Scorpion,2245.45,SSTS015CF,OEM Only,80mm/3.15,Ascari,100mm,Valved,
Scorpion,1503.77,SST016,OEM Only,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1620.36,SST016C,OEM Only,80mm/3.15,Daytona,100mm,Non-valved,
Scorpion,1841.15,SST016CF,OEM Only,80mm/3.15,Ascari,100mm,Non-valved,
Scorpion,2081.27,SST015,OEM Only,80mm/3.15,Daytona,100mm,Valved,
Scorpion,2197.86,SST015C,OEM Only,80mm/3.15,Daytona,100mm,Valved,
Scorpion,2418.66,SST015CF,OEM Only,80mm/3.15,Ascari,100mm,Valved,
Scorpion,850.59,SFT005C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,803.02,SFT005,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,IHI Turbo only
Scorpion,935.8,SFT005CF,OEM / Scorpion,63.5mm/2.5,Ascari,100mm,,
Scorpion,287.6,SFTC006,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,379.49,SFDC078,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,648.36,SFDX078,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,641.22,SFDS078ECO,OEM / Scorpion,63.5mm/2.5,Daytona,83mm ,,This product is to fit with Zetec S rear valance. Ford part number (1833264)
Scorpion,700.7,SFDS078ST,OEM / Scorpion,63.5mm/2.5,Daytona,83mm ,,This product is to fit with ST rear valance. Ford part numbers (1813019 & 1866724)
Scorpion,522.25,SFDB078ECO,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,This product is to fit with Zetec S rear valance. Ford part number (1833264)
Scorpion,581.74,SFDB078ST,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,This product is to fit with ST rear valance. Ford part numbers (1813019 & 1866724)
Scorpion,163.44,SFDS078U,Scorpion Only,63.5mm/2.5,,,,Only fits to SFDB078ST or SFDB078ECO
Scorpion,234.82,SFD078U,Scorpion Only,63.5mm/2.5,,,,Only fits to SFDB078ST or SFDB078ECO
Scorpion,772.08,SFD078ST,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,This product is to fit with ST rear valance. Ford part numbers (1813019 & 1866724)
Scorpion,712.6,SFD078ECO,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,This product is to fit with Zetec S rear valance. Ford part number (1833264)
Scorpion,593.63,SFD073,OEM / Scorpion,63.5mm/2.5,Daytona,83mm,,
Scorpion,612.68,SFDS074,OEM / Scorpion,76mm/3,Daytona,83mm,,
Scorpion,653.12,SFD074,OEM / Scorpion,76mm/3,Daytona,83mm,,
Scorpion,212.94,SFDC073,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,565.08,SFDX073,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,531.91,SFDS106,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Original System will need cutting for fitting
Scorpion,759.21,SFDS090CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Non-valved,Please note :Fitting the none valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,652.58,SFDS090,OEM Only,70mm/2.75,Daytona,90mm,Non-valved,Original System will need cutting for fitting. Fitting the none valved system will bring on the check engine light however this doesn't have any effect on performance.
Scorpion,710.87,SFDS090C,OEM Only,70mm/2.75,Daytona,90mm,Non-valved,Original System will need cutting for fitting. Fitting the none valved system will bring on the check engine light however this doesn't have any effect on performance. Fits 
Scorpion,590.23,SFDS106C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Original System will need cutting for fitting
Scorpion,688.02,SFDS106CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Non-valved,Original System will need cutting for fitting
Scorpion,911.3,SFDS089,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,Original System will need cutting for fitting. Fits Pre September 2020 models.
Scorpion,969.59,SFDS089C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,Original System will need cutting for fitting. Fits Pre September 2020 models.
Scorpion,994.41,SFDS089CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Valved,Original System will need cutting for fitting.Fits Pre September 2020 models.
Scorpion,923.22,SFDS105CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Valved,Original System will need cutting for fitting.Fits Pre September 2020 models.
Scorpion,767.11,SFDS105,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,Original System will need cutting for fitting. Fits Pre September 2020 models.
Scorpion,825.43,SFDS105C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,Original System will need cutting for fitting. Fits Pre September 2020 models.
Scorpion,320.94,SFD089VU,Scorpion Only,63.5mm/2.5,,,,"Fits to SFDS090 only, valve requires OE motor"
Scorpion,313.95,SFDC089,OEM / Scorpion,76mm/3,,,,
Scorpion,302.4,SFDP090,OEM / Scorpion,70mm/2.75,,,,"Original system requires cutting
Recommend resonated GPF Delete with the Sports system and Non Resonated GPF Delete with the OE system"
Scorpion,246.75,SFDP089,OEM / Scorpion,70mm/2.75,,,,"Original system requires cutting
Recommend resonated GPF Delete with the Sports system and Non Resonated GPF Delete with the OE system"
Scorpion,665.28,SFDX089,OEM / Scorpion,76mm/3,,,,
Scorpion,603.1,SFDS100,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,661.41,SFDS100C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,759.21,SFDS100CF,,70mm/2.75,Ascari,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,964.3,SFDS099,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1022.61,SFDS099C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1120.41,SFDS099CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Valved,
Scorpion,531.91,SFDS102,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,590.23,SFDS102C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,688.02,SFDS102CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Non-valved,Please note :Fitting the non valved system will bring on the check engine light however this doesn’t have any effect on performance.
Scorpion,893.11,SFDS101,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,951.43,SFDS101C,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1049.22,SFDS101CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Valved,
Scorpion,386.63,SFDM068,OEM / Scorpion,47mm/1.88,,,,
Scorpion,101.12,SFDC068,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,177.26,SFDP068,OEM / Scorpion,63.5mm/2.5,,,,Not required if fitting SFDM068 manifold
Scorpion,437.8,SFDX068,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,463.96,SFD068,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,623.69,SFD098,OEM / Scorpion,76mm/3,Daytona,83mm,,PLEASE BE AWARE THIS SYSTEM IS EXTREMELY LOUD
Scorpion,347.68,SFDC088,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,617.93,SFDX088,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,576.35,SFDS088,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,605.48,SFDS088C,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,374.49,SFDB088C,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,345.35,SFDB088,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,721.88,SFD088,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,751.01,SFD088C,OEM / Scorpion,63.5mm/2.5,Daytona,90mm,,
Scorpion,737.77,SFD066,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,790.13,SFD066C,OEM / Scorpion,76mm/3,Daytona,114mm,,
Scorpion,176.43,SFDC066,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,568.81,SFDX066,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,307.76,SFDP066,OEM / Scorpion,76mm/3,,,,
Scorpion,105.4,SFDC061,OEM / Scorpion,63.5mm/2.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,653.12,SFDS069,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,736.39,SFD069,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,783.98,SFD069C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,700.7,SFDS069C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,737.77,SFD067,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,790.13,SFD067C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,236.73,SFDC082,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,612.68,SFDX082,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1124.22,SFD084,OEM / Scorpion,76mm/3,Indy,114mm,Valved,Valves require O.E motors.
Scorpion,1237.24,SFD084C,OEM / Scorpion,76mm/3,Indy,114mm,Valved,Valves require O.E motors.
Scorpion,1124.22,SFD084D,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,Valves require O.E motors.
Scorpion,1237.24,SFD084DC,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,Valves require O.E motors.
Scorpion,1206.8,SFD084CF,OEM / Scorpion,76mm/3,Ascari,114mm,Valved,Valves require O.E motors.
Scorpion,962.91,SFD085CF,OEM / Scorpion,76mm/3,Ascari,114mm,Non-valved,Original System will need cutting for removal.
Scorpion,880.34,SFD085D,OEM / Scorpion,76mm/3,Daytona,114mm,Non-valved,Original System will need cutting for removal.
Scorpion,993.35,SFD085DC,OEM / Scorpion,76mm/3,Daytona,114mm,Non-valved,Original System will need cutting for removal.
Scorpion,880.34,SFD085,OEM / Scorpion,76mm/3,Indy,114mm,Non-valved,Original System will need cutting for removal.
Scorpion,993.35,SFD085C,OEM / Scorpion,76mm/3,Indy,114mm,Non-valved,Original System will need cutting for removal.
Scorpion,355.71,SFDC071,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,593.63,SFDX071,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,819.66,SFDS071,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,867.26,SFDS071C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,952.46,SFDS071CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,914.83,SFD071,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,962.42,SFD071C,OEM / Scorpion,76mm/3,Daytona,100mm,,
Scorpion,1047.63,SFD071CF,OEM / Scorpion,76mm/3,Ascari,100mm,,
Scorpion,883.66,SFDS091CF,OEM / Scorpion,76mm/3,Ascari,114mm,,Original System will need cutting for fitting.
Scorpion,801.09,SFDS091D,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,914.11,SFDS091DC,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,786.63,SFDS095CF,OEM / Scorpion,76mm/3,Ascari,114mm,,Original System will need cutting for fitting.
Scorpion,704.06,SFDS095D,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,817.1,SFDS095DC,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,883.66,SFDS096CF,OEM / Scorpion,76mm/3,Ascari,114mm,,Original System will need cutting for fitting.
Scorpion,801.09,SFDS096D,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,914.11,SFDS096DC,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,817.1,SFDS097DC,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,704.06,SFDS097D,OEM / Scorpion,76mm/3,Daytona,114mm,,Original System will need cutting for fitting.
Scorpion,786.63,SFDS097CF,OEM / Scorpion,76mm/3,Ascari,114mm,,Original System will need cutting for fitting.
Scorpion,352.8,SFDC091,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,617.4,SFDX091,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,135.45,SFDP091,OEM / Scorpion,76mm/3,,,,"Original system requires cutting. Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,288.75,SFDP096,OEM / Scorpion,76mm/3,,,,"Original system requires cutting. Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,576.35,SFD055,OEM / Scorpion,57.1mm/2.25,Tuner,100mm,,
Scorpion,194.08,SFDC070,Scorpion Only,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,625.68,SFDX070,Scorpion Only,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1111.02,SFD070,OEM / Scorpion,70mm/2.75,Daytona,90mm,,
Scorpion,338.53,SFDP070,Scorpion Only,76mm/3,,,,
Scorpion,446.12,SFDC087,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,831.57,SFDX087,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1105.19,SFDS087,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,1152.75,SFDS087C,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,1188.46,SFD087,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,1236.03,SFD087C,OEM / Scorpion,70mm/2.75,Daytona,100mm,,
Scorpion,1105.19,SFDS086,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,1152.76,SFDS086C,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,1188.46,SFD086,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,1236.04,SFD086C,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,613.81,SFDS093,OEM / Scorpion,70mm/2.75,Daytona,90mm,Non-valved,
Scorpion,769.92,SFDS093CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Non-valved,
Scorpion,953.8,SFDS092,OEM / Scorpion,70mm/2.75,Daytona,90mm,Valved,
Scorpion,1109.91,SFDS092CF,,,Ascari,90mm,Valved,
Scorpion,661.9,SFDS104,OEM / Scorpion,70mm/2.75,Daytona,90MM,Non-valved,
Scorpion,818.01,SFDS104CF,OEM / Scorpion,70mm/2.75,Ascari,90mm,Non-valved,
Scorpion,291.4,SHDB005,OEM / Scorpion,50.8mm/2,Tuner,100mm,,
Scorpion,511.58,SHD005,OEM / Scorpion,50.8mm/2,Tuner,101mm,,
Scorpion,415.18,SHDC014,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,712.6,SHDX014,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1545.36,SHD014,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,LHD Only
Scorpion,1640.53,SHD014C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,LHD Only
Scorpion,415.18,SHDC013,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,712.6,SHDX013,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1640.53,SHD013C,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,RHD Only
Scorpion,1545.36,SHD013,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,RHD Only
Scorpion,287.6,SHDC015,OEM / Scorpion,89.9mm/3.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,576.35,SHDX015,OEM / Scorpion,89.9mm/3.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1241.63,SHDS016,,76mm/3,Indy,2 x 114mm + 1 x90mm,,Fits L/H drive models
Scorpion,1241.63,SHDS016D,,76mm/3,Daytona,2 x 114mm + 1 x 90mm,,Fits L/H drive models
Scorpion,1357.13,SHD016,OEM Only,76mm/3,Indy,2 x 114mm + 1 x90mm,,Fits L/H drive models
Scorpion,1357.13,SHD016D,OEM Only,76mm/3,Daytona,2 x 114mm + 1 x 90mm,,Fits L/H drive models
Scorpion,1384.85,SHDS015D,OEM / Scorpion,76mm/3,Daytona,2 x 114mm + 1 x 90mm,,"Fits R/H drive, Non-GPF models only"
Scorpion,1384.85,SHDS015,OEM / Scorpion,76mm/3,Indy,2 x 114mm + 1 x90mm,,"Fits R/H drive, Non-GPF models only"
Scorpion,1500.35,SHD015,OEM / Scorpion,76mm/3,Indy,2 x 114mm + 1 x90mm,,Fits R/H drive Non-GPF models only
Scorpion,1500.35,SHD015D,OEM / Scorpion,76mm/3,Daytona,2 x 114mm + 1 x 90mm,,Fits R/H drive Non-GPF models only
Scorpion,287.6,SHDC017,OEM / Scorpion,89.9mm/3.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,576.35,SHDX017,OEM / Scorpion,89.9mm/3.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,734.25,SHD011,OEM / Scorpion,57.1mm/2.25,OE Fitment,N/A,,
Scorpion,231,SHYC105,OEM / Scorpion,76mm/3,,,,Will bring on Engine Management Light. Stage 2 remap will be required.
Scorpion,210,SHYP105,OEM / Scorpion,76mm/3,,,,
Scorpion,821.02,SHY106,OEM / Scorpion,76mm/3,Daytona,"90,,",Non-valved,
Scorpion,879.92,SHY106C,OEM / Scorpion,76mm/3,Daytona,90mm,Non-valved,
Scorpion,1062.52,SHY105,OEM / Scorpion,76mm/3,Daytona,90mm,Valved,
Scorpion,1121.42,SHY105C,OEM / Scorpion,76mm/3,Daytona,90mm,Valved,
Scorpion,168,SHYP107,OEM / Scorpion,76mm/3,,,,Will bring on Engine Management Light. Stage 2 remap will be required.
Scorpion,288.75,SHYP106,OEM / Scorpion,76mm/3,,,,Will bring on Engine Management Light. Stage 2 remap will be required.
Scorpion,310.7,SHYC103,OEM / Scorpion,76mm/3,,,,Engine management light may be activated. Stage 2 ECU remap recommended
Scorpion,219.45,SHYP103,OEM / Scorpion,76mm/3,,,,
Scorpion,1384.85,SHYS103,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,
Scorpion,1497.89,SHYS103C,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,
Scorpion,1384.85,SHYS103I,OEM / Scorpion,76mm/3,Indy,114mm,Valved,
Scorpion,1497.89,SHYS103IC,OEM / Scorpion,76mm/3,Indy,114mm,Valved,
Scorpion,1467.42,SHYS103CF,OEM / Scorpion,76mm/3,Ascari,114mm,Valved,
Scorpion,183.65,SHYSP102,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1497.9,SHYS102IC,OEM / Scorpion,76mm/3,Indy,114mm,Valved,
Scorpion,1384.85,SHYS102,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,
Scorpion,1497.9,SHYS102C,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,
Scorpion,1467.42,SHYS102CF,OEM / Scorpion,76mm/3,Ascari,114mm ,Valved,
Scorpion,345.35,SHYP102,OEM / Scorpion,76mm/3,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,1384.85,SHYS102I,OEM / Scorpion,76mm/3,Indy,114mm,Valved,
Scorpion,219.45,SHYP104,OEM / Scorpion,76mm/3,,,,
Scorpion,1353.07,SHYS101CF,OEM / Scorpion,76mm/3,Ascari,114mm,Valved,Won't fit models with GPF's 
Scorpion,1270.5,SHYS101,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,Won't fit models with GPF's 
Scorpion,1383.55,SHYS101C,OEM / Scorpion,76mm/3,Daytona,114mm,Valved,Won't fit models with GPF's 
Scorpion,1270.5,SHYS101I,OEM / Scorpion,76mm/3,Indy,114mm,Valved,Won't fit models with GPF's 
Scorpion,1383.55,SHYS101IC,OEM / Scorpion,76mm/3,Indy,114mm,Valved,Won't fit models with GPF's 
Scorpion,691.85,SMZS009,OEM Only,63.5mm/2.5,Daytona (twin),,,
Scorpion,749.6,SMZ009,OEM Only,63.5mm/2.5,Daytona (twin),Ø76mm,,
Scorpion,754.25,SMZ008,OEM Only,63.5mm/2.5,Daytona,90mm,,
Scorpion,313.95,SMBP006,OEM / Scorpion,76mm/3,,,,Re-map required when fitting the GPF Delete
Scorpion,596.82,SMB007,OEM / Scorpion,76mm/3,OE Fitment,,Non-valved,
Scorpion,423.57,SMBS007,OEM / Scorpion,76mm/3,OE Fitment,,Non-valved,
Scorpion,871.5,SMB006,OEM / Scorpion,76mm/3,OE Fitment,,Valved,
Scorpion,698.25,SMBS006,OEM / Scorpion,76mm/3,OE Fitment,,Valved,
Scorpion,237.93,SMBP003,OEM / Scorpion,76mm/3,,,,
Scorpion,743.53,SMBS001,OEM Only,70mm/2.75,EVO,114mm x 89mm,,
Scorpion,803.02,SMBS001C,OEM Only,70mm/2.75,EVO,114mm x 89mm,,
Scorpion,772.08,SMBS002,OEM Only,70mm/2.75,EVO,114mm x 89mm,,
Scorpion,831.57,SMBS002C,OEM Only,70mm/2.75,EVO,114mm x 89mm,,
Scorpion,1426.39,SMB003,OEM / Scorpion,76mm/3,OE Fitment,N/A,Valved,"Maintains OE tailpipe, Valves require O.E motors."
Scorpion,712.61,SMBC003,OEM / Scorpion,89.9mm/3.5,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,460.85,SMBC004,,70mm/2.75,,,,
Scorpion,1426.39,SMB005,OEM / Scorpion,76mm/3,OE Fitment,N/A,Valved,"Maintains OE tailpipe, Valves require O.E motors."
Scorpion,831.38,SMN028,OEM / Scorpion,70mm/2.75,Daytona,114mm,,Original system requires cutting unless fitting at same time as GPF delete.
Scorpion,987.86,SMN028C,OEM / Scorpion,70mm/2.75,Daytona,114mm,,Original system requires cutting unless fitting at same time as GPF delete.
Scorpion,957.38,SMN028CF,OEM / Scorpion,70mm/2.75,Ascari,114mm,,Original system requires cutting unless fitting at same time as GPF delete.
Scorpion,1038.35,SMN015,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,922.85,SMNS015,OEM / Scorpion,63.5mm/2.5,Daytona,100mm,,
Scorpion,355.71,SMNC010,OEM / Scorpion,70mm/2.75,,,,"Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,831.57,SMNX010,OEM / Scorpion,70mm/2.75,,,,"Fits UK & Europe spec cars only. Fit's JCW models. Engine management light may be activated, Stage 2 ECU remap recommended"
Scorpion,823.19,SMNS021,OEM Only,70mm/2.75,Daytona,100mm,,
Scorpion,955.97,SMNS021CF,OEM Only,70mm/2.75,Ascari,100mm,,
